ID,CURR_AGE,GENDER,ANN_INCOME,AGE_CAR,PURCHASE,new_income,age_cat
22765U54AW,27,F,"341,288",335,1,341288,2
22775W00OD,64,M,"494,465",980,1,494465,4
22776Q31PW,45,F,"454,149",368,1,454149,3
22779L69AY,63,M,"738,166",980,1,738166,4
22783C06ER,58,F,"249,504",483,1,249504,3
22784C08GP,39,M,"479,868",272,1,479868,2
22786D22BQ,37,M,"165,556",257,0,165556,2
22787L25WZ,37,F,"375,352",23,0,375352,1
22788F02GN,42,M,"164,013",350,0,164013,2
22788V57GH,37,F,"310,808",846,1,310808,4
22797Q26GD,37,M,"682,995",866,1,682995,4
22798E01JU,59,F,"309,539",114,0,309539,1
22803N68LE,44,M,"580,739",991,1,580739,4
22803R30XX,51,M,"499,255",425,1,499255,3
22804V94YI,28,M,"263,758",86,1,263758,1
22809J66SI,44,M,"476,595",340,0,476595,2
22810K05MM,27,M,"258,825",471,1,258825,3
22814A58OV,41,M,"369,313",491,1,369313,3
22816F68YE,54,M,"394,301",17,1,394301,1
22818E22OW,53,M,"562,812",77,1,562812,1
22819K99DN,63,F,"302,003",323,1,302003,2
22828M05JP,62,M,"389,469",361,1,389469,3
22830K73MB,59,F,"363,261",238,0,363261,2
22831G90MZ,31,M,"149,216",329,0,149216,2
22834T69TB,61,M,"781,718",942,1,781718,4
22836K17DH,50,M,"415,806",305,1,415806,2
22836P48AS,44,M,"405,028",464,1,405028,3
22836Q29YR,49,M,"101,926",210,0,101926,2
22838A39JW,37,M,"226,110",451,1,226110,3
22843D32IP,47,M,"259,059",211,0,259059,2
22844O78RW,51,M,"630,233",412,1,630233,3
22854N98SQ,43,M,"429,091",105,0,429091,1
22859R74UR,52,F,"293,715",253,0,293715,2
22864T43BZ,65,M,"718,803",244,0,718803,2
22866U31AW,38,F,"725,032",201,0,725032,2
22871D41YO,30,M,"253,959",226,0,253959,2
22871I97DT,60,M,"241,227",442,1,241227,3
22871M88DF,36,M,"339,057",496,1,339057,3
22875R64TL,33,F,"432,040",202,1,432040,2
22876N18HZ,60,M,"496,732",455,0,496732,3
22876Q91EC,62,M,"576,657",76,1,576657,1
22879E96QV,30,M,"255,044",218,0,255044,2
22880C92DZ,65,F,"407,811",426,1,407811,3
22884C26UI,64,M,"637,314",808,1,637314,4
22885W18CM,50,M,"130,922",449,1,130922,3
22888B68TL,34,F,"423,997",241,0,423997,2
22888C70PZ,26,M,"102,737",496,1,102737,3
22896G50DC,39,F,"345,376",358,0,345376,2
22897G19LH,63,F,"496,565",220,1,496565,2
22898R29ZN,38,F,"441,669",46,0,441669,1
22899E78JH,58,M,"558,157",382,1,558157,3
22900X26ZC,50,F,"404,560",214,1,404560,2
22903Q62JF,51,M,"305,297",162,0,305297,1
22905M64RK,53,M,"195,879",319,0,195879,2
22906A28OM,25,F,"422,036",496,1,422036,3
22907C90IJ,45,F,"292,728",309,0,292728,2
22908H99MJ,32,M,"263,025",256,0,263025,2
22910R67PE,34,F,"453,405",377,1,453405,3
22913J37NJ,49,M,"329,086",340,0,329086,2
22915O35ZL,50,M,"710,816",146,0,710816,1
22918Z04UH,43,M,"785,136",106,0,785136,1
22922R62GQ,32,M,"186,540",380,1,186540,3
22923U49YE,48,M,"191,645",230,0,191645,2
22931G02NX,56,M,"383,008",207,1,383008,2
22936G31SP,39,F,"672,637",449,1,672637,3
22936Z08IW,30,F,"275,805",227,0,275805,2
22939V52FS,25,M,"236,951",402,1,236951,3
22946K66TR,43,M,"181,138",426,0,181138,3
22947Q36QS,31,F,"275,357",435,1,275357,3
22949D21DD,54,F,"495,392",803,0,495392,4
22950L89WS,46,M,"170,735",365,0,170735,3
22953X60HF,51,M,"372,876",939,1,372876,4
22959S79SY,56,F,"340,387",460,1,340387,3
22960M35MC,51,F,"318,435",460,1,318435,3
22960U52MF,57,F,"165,784",405,1,165784,3
22964D47WF,58,F,"433,389",772,1,433389,4
22967W16TQ,42,M,"120,249",218,0,120249,2
22968H25SP,35,F,"224,963",211,1,224963,2
22971P12CY,55,M,"421,682",368,1,421682,3
22980D31BM,40,M,"137,524",408,0,137524,3
22984N73PM,39,F,"327,411",368,1,327411,3
22986D31YP,43,M,"310,701",459,1,310701,3
22989H12YA,65,M,"266,516",238,1,266516,2
22991C23KD,65,F,"136,760",100,0,136760,1
22991U60YS,31,M,"222,845",427,1,222845,3
22992T19NM,52,F,"194,243",233,0,194243,2
22994D66JB,40,M,"406,563",255,0,406563,2
22997L69GW,32,F,"493,024",497,0,493024,3
22998H50WD,31,M,"273,784",188,1,273784,1
23008D31DO,64,F,"455,093",974,1,455093,4
23014A95KY,52,M,"187,708",392,1,187708,3
23016G59SU,44,F,"523,925",682,1,523925,4
23020I14SN,33,M,"131,998",376,0,131998,3
23021B11FR,51,M,"415,133",485,1,415133,3
23021B50YR,37,M,"742,928",165,0,742928,1
23022D69CP,57,M,"218,495",346,1,218495,2
23022U34WD,43,M,"284,785",210,1,284785,2
23023L60TV,56,M,"416,517",205,0,416517,2
23028J99KT,28,M,"270,155",231,0,270155,2
23028K60YN,37,M,"451,421",447,1,451421,3
23029M68KU,30,F,"249,539",486,0,249539,3
23031L22PH,42,M,"721,051",442,1,721051,3
23032E62DU,45,M,"431,754",409,1,431754,3
23032R64IT,33,M,"250,896",398,1,250896,3
23041R13FJ,58,F,"441,021",440,1,441021,3
23046H57DC,48,M,"431,028",313,0,431028,2
23048T84CC,47,M,"355,788",347,1,355788,2
23052D11XB,54,M,"285,278",393,1,285278,3
23054C56BX,62,F,"371,333",133,1,371333,1
23055X03KN,41,F,"349,088",104,1,349088,1
23055X21QH,31,M,"160,490",219,0,160490,2
23058Q48ND,47,F,"299,635",934,1,299635,4
23060Z53YQ,61,F,"118,928",452,0,118928,3
23061M99AY,62,F,"155,749",30,0,155749,1
23062X41ER,60,F,"293,712",850,0,293712,4
23066G02YU,63,M,"334,710",306,0,334710,2
23066Q87DI,51,F,"422,640",698,1,422640,4
23067H48HL,54,F,"122,808",338,0,122808,2
23071W93HN,62,F,"161,899",90,0,161899,1
23072A83VT,35,M,"180,752",806,1,180752,4
23075X47CQ,34,M,"278,295",239,0,278295,2
23076T68GJ,61,F,"282,021",233,0,282021,2
23077J17DY,36,M,"423,434",300,1,423434,2
23077R92GE,41,M,"257,495",309,0,257495,2
23079A51MJ,30,M,"260,338",306,1,260338,2
23084A93VJ,47,M,"443,612",3,1,443612,1
23085R95EM,58,M,"375,081",422,1,375081,3
23085W24GY,48,F,"485,101",295,1,485101,2
23089Y81OQ,53,F,"327,779",378,1,327779,3
23092V04WF,37,F,"693,080",278,0,693080,2
23093I08VZ,62,F,"394,133",323,0,394133,2
23096V12AX,43,M,"641,077",143,1,641077,1
23097H88PZ,33,F,"431,982",122,1,431982,1
23107Q40SU,31,M,"247,758",292,1,247758,2
23108N34CC,29,M,"269,016",161,1,269016,1
23108O26SL,64,F,"508,467",865,0,508467,4
23111H81GC,35,M,"210,812",974,1,210812,4
23118S56XG,56,M,"475,342",261,1,475342,2
23121B62US,59,F,"326,187",332,1,326187,2
23121S52NF,34,F,"396,381",420,0,396381,3
23122E54RM,60,F,"317,472",288,1,317472,2
23124S98IF,29,F,"405,216",313,1,405216,2
23125U72VJ,47,M,"283,208",258,1,283208,2
23128R41SQ,28,F,"491,277",221,1,491277,2
23130F23TL,50,M,"486,172",51,1,486172,1
23135D38FB,33,F,"420,952",273,0,420952,2
23138X64KM,33,M,"224,539",145,0,224539,1
23139V02JC,30,F,"406,769",282,1,406769,2
23142Y78RG,36,M,"478,927",317,1,478927,2
23145B08MU,45,M,"392,979",83,0,392979,1
23148S97VG,45,M,"459,756",268,0,459756,2
23153T03BJ,65,M,"582,084",328,0,582084,2
23156T13ZB,27,F,"174,837",351,1,174837,2
23159V90UB,43,M,"288,002",313,1,288002,2
23159Z91PC,47,M,"345,574",324,0,345574,2
23160R30JS,60,F,"337,104",436,1,337104,3
23161U22BJ,35,M,"299,060",168,1,299060,1
23161Z04QQ,27,F,"247,749",427,1,247749,3
23166I96OM,45,F,"309,563",228,0,309563,2
23166R71AU,50,M,"229,876",467,0,229876,3
23167Q41NE,57,M,"224,758",217,1,224758,2
23172Q60FH,63,F,"380,739",714,1,380739,4
23181D92TP,47,F,"435,928",419,0,435928,3
23182A50MK,60,F,"126,075",792,1,126075,4
23182S33CW,48,M,"734,147",747,1,734147,4
23185M79PH,41,M,"174,741",457,1,174741,3
23188Y93AY,31,F,"196,701",294,1,196701,2
23192I67IU,40,F,"315,653",953,1,315653,4
23193E94FL,52,F,"111,168",3,0,111168,1
23195W79YT,39,F,"366,771",106,1,366771,1
23197S78AP,44,M,"514,688",331,0,514688,2
23201N99DL,64,F,"135,197",334,1,135197,2
23205N77QH,61,M,"187,480",370,1,187480,3
23206K95AJ,34,F,"318,856",319,0,318856,2
23209L04OF,65,M,"178,294",610,1,178294,4
23214B38YM,46,M,"696,096",610,1,696096,4
23215T44TN,50,M,"444,794",243,1,444794,2
23218Z45YM,57,M,"247,647",652,1,247647,4
23227E09VC,52,M,"148,677",265,0,148677,2
23233P18UQ,40,M,"454,618",365,1,454618,3
23234A99QD,62,M,"112,689",407,0,112689,3
23234I56MK,42,M,"206,112",368,1,206112,3
23237O64XN,46,M,"221,739",221,0,221739,2
23238F08HF,55,M,"466,641",229,0,466641,2
23240L89FI,31,M,"211,278",241,1,211278,2
23240X25JY,46,M,"107,979",392,0,107979,3
23245O44HE,47,M,"621,467",439,1,621467,3
23245S34ML,64,M,"140,254",196,0,140254,1
23245Z89NA,29,F,"452,741",218,0,452741,2
23246V50FD,26,M,"277,253",329,0,277253,2
23248F77GG,60,M,"332,937",285,0,332937,2
23254H99MZ,46,F,"359,040",241,0,359040,2
23257B88CG,36,M,"285,313",279,0,285313,2
23257R78IH,47,M,"445,457",212,0,445457,2
23259X97CL,35,F,"194,805",197,0,194805,1
23261U64QD,52,M,"614,045",888,1,614045,4
23263U69RM,37,F,"740,835",222,0,740835,2
23263Y62XG,53,M,"72,574",416,0,72574,3
23264N09QN,30,M,"181,262",465,0,181262,3
23268K36FA,43,F,"474,000",887,0,474000,4
23268O05NI,47,M,"396,799",484,0,396799,3
23271E20IQ,34,M,"249,655",328,1,249655,2
23271P95VX,54,F,"369,181",436,1,369181,3
23272L30YL,46,F,"562,997",389,1,562997,3
23272S87NC,60,M,"765,186",386,1,765186,3
23273D81BF,61,F,"469,699",324,1,469699,2
23273J09AE,53,M,"498,770",260,1,498770,2
23275N79PA,57,F,"325,283",202,1,325283,2
23279U02XO,61,M,"184,865",388,0,184865,3
23280G07FN,38,M,"356,892",428,0,356892,3
23281S08QN,43,F,"402,408",423,1,402408,3
23285C38IB,32,F,"322,732",302,1,322732,2
23286C94WO,33,F,"467,520",335,1,467520,2
23286S07CU,39,F,"690,280",182,0,690280,1
23291L00AS,35,F,"312,643",354,1,312643,2
23293H47PD,41,M,"347,746",150,0,347746,1
23294I09EG,38,M,"145,727",415,1,145727,3
23295A05PV,36,M,"272,427",316,1,272427,2
23295A78YJ,35,M,"143,759",333,1,143759,2
23295N80AV,52,M,"511,949",335,1,511949,2
23302C38OC,26,F,"457,207",392,1,457207,3
23304T70JT,37,M,"321,410",134,1,321410,1
23307P59WM,44,F,"320,187",692,1,320187,4
23309A02WW,36,F,"346,757",352,1,346757,2
23310F00DQ,28,F,"426,989",252,1,426989,2
23310N30XD,58,F,"255,597",265,0,255597,2
23312N47ZH,55,F,"239,867",856,1,239867,4
23312P21EL,43,F,"436,485",908,1,436485,4
23314H45ZR,39,M,"302,325",466,0,302325,3
23315H15IC,62,F,"149,419",393,0,149419,3
23316A78IS,28,M,"295,221",260,0,295221,2
23316I07AA,26,M,"106,329",459,0,106329,3
23317G51RT,53,F,"91,952",328,0,91952,2
23318B84KF,32,M,"155,411",1006,1,155411,4
23325E83AF,36,M,"317,579",237,1,317579,2
23325S67YX,63,M,"606,653",304,0,606653,2
23328X22JB,57,M,"366,623",232,0,366623,2
23334V11RE,28,M,"284,010",425,1,284010,3
23335L63RL,46,M,"165,217",314,0,165217,2
23344F18TP,35,M,"196,450",329,1,196450,2
23346U96WN,65,M,"500,726",717,1,500726,4
23346X90EJ,60,M,"263,331",238,1,263331,2
23347Z23JO,48,M,"390,314",435,1,390314,3
23349T80AS,65,F,"212,083",301,0,212083,2
23350A30CI,42,M,"363,907",229,1,363907,2
23350C44ON,44,M,"201,039",379,1,201039,3
23351V72JV,43,M,"271,677",247,1,271677,2
23354H45PS,63,M,"466,437",641,1,466437,4
23356X34EA,28,M,"150,498",644,1,150498,4
23360R22PZ,45,M,"255,924",474,1,255924,3
23367R85QE,44,M,"611,939",287,0,611939,2
23368V89TF,45,F,"297,749",55,0,297749,1
23369C84II,28,F,"458,267",455,0,458267,3
23369M00QJ,42,M,"226,258",248,0,226258,2
23372L12KS,50,M,"725,251",642,1,725251,4
23375I88VX,30,F,"371,160",134,1,371160,1
23376H88YH,47,F,"276,477",514,1,276477,4
23377B59SQ,49,M,"745,221",704,1,745221,4
23377I87RP,63,M,"686,687",231,1,686687,2
23381E34GC,56,M,"792,073",408,1,792073,3
23384U55ZY,36,F,"343,941",493,1,343941,3
23385W76SB,54,M,"755,993",283,0,755993,2
23387T05AW,41,F,"474,136",666,0,474136,4
23388A96NR,56,F,"172,053",63,1,172053,1
23390T60WO,47,M,"110,967",460,0,110967,3
23392E98ZT,27,F,"405,776",455,1,405776,3
23398U99MC,50,M,"269,953",353,1,269953,2
23402K09XP,58,M,"572,999",234,1,572999,2
23404F30YR,40,F,"445,485",606,1,445485,4
23405Y02BI,56,M,"595,108",269,1,595108,2
23406S13EC,55,F,"473,536",92,0,473536,1
23410G03MA,52,F,"262,413",186,0,262413,1
23412A98SZ,39,M,"213,910",412,1,213910,3
23416D18YC,52,F,"464,715",260,0,464715,2
23416X88FT,27,F,"433,827",491,1,433827,3
23417E84IE,32,F,"300,178",168,1,300178,1
23423W36QA,26,F,"399,909",254,1,399909,2
23434L40JJ,28,M,"104,100",147,0,104100,1
23435K78PZ,52,F,"355,424",148,1,355424,1
23436B82MF,26,M,"124,040",290,0,124040,2
23436O26FD,51,M,"72,881",318,0,72881,2
23437Z43ZT,39,F,"718,883",476,1,718883,3
23438J56RM,33,F,"378,734",181,1,378734,1
23439E29JE,60,F,"478,408",334,0,478408,2
23439M54TN,56,F,"362,184",466,1,362184,3
23453X10BB,36,F,"763,323",229,1,763323,2
23454R35UA,46,M,"548,424",262,0,548424,2
23458X64GA,55,F,"252,245",357,0,252245,2
23459L16JX,38,M,"277,184",297,1,277184,2
23464V65VH,53,F,"390,749",452,1,390749,3
23465Y14CQ,30,M,"284,683",204,0,284683,2
23467B72PB,47,M,"201,385",339,1,201385,2
23472A12FS,45,F,"478,608",256,0,478608,2
23473I06EW,31,M,"137,323",222,0,137323,2
23474R35TO,39,M,"606,915",229,1,606915,2
23477D84FF,30,M,"218,109",157,0,218109,1
23491G03QA,37,F,"453,472",240,0,453472,2
23492X18WA,34,M,"280,369",945,1,280369,4
23493R05XN,45,M,"144,274",404,1,144274,3
23493Z78LT,50,M,"336,081",322,1,336081,2
23495N17AX,43,M,"167,351",206,1,167351,2
23499D05FK,29,F,"246,123",459,0,246123,3
23503N05AB,40,M,"517,451",441,1,517451,3
23504V49US,59,M,"296,077",784,1,296077,4
23507P47OE,43,M,"449,596",318,1,449596,2
23508M07RO,59,M,"110,292",208,0,110292,2
23519Q28PV,44,M,"693,037",326,1,693037,2
23522K98NH,35,F,"293,400",359,0,293400,2
23522V41AU,42,M,"244,090",456,1,244090,3
23524D17EU,44,F,"629,792",512,0,629792,4
23527F47GR,44,M,"492,610",310,0,492610,2
23529F48MX,40,F,"479,176",319,0,479176,2
23535B22JJ,27,F,"136,752",306,0,136752,2
23537I85IZ,49,M,"187,236",399,1,187236,3
23537Y95FT,30,F,"209,283",337,1,209283,2
23539A83FX,61,F,"399,123",937,1,399123,4
23540E87NR,50,M,"173,893",364,0,173893,3
23540H52SK,50,M,"291,957",256,0,291957,2
23544C96VY,59,M,"686,808",235,0,686808,2
23544Y67WB,30,F,"458,135",323,1,458135,2
23546Z98TS,43,F,"349,789",289,0,349789,2
23549T75KD,62,F,"95,259",793,0,95259,4
23552T69UE,62,M,"325,982",430,0,325982,3
23561Q35GC,31,M,"155,290",483,0,155290,3
23564A24FY,45,M,"354,555",447,1,354555,3
23566U31RS,48,M,"285,017",287,1,285017,2
23567I10VM,38,M,"446,132",421,1,446132,3
23569N72WG,26,F,"353,756",13,1,353756,1
23572V67SX,43,M,"595,688",641,1,595688,4
23573V41YE,44,F,"299,648",325,1,299648,2
23574T14LB,59,M,"345,682",411,0,345682,3
23574T52KT,65,F,"459,848",229,0,459848,2
23576N34WJ,49,M,"637,688",912,1,637688,4
23577N31YY,52,M,"517,823",936,1,517823,4
23579G58YJ,58,F,"182,491",316,0,182491,2
23586F63SV,43,F,"744,544",221,0,744544,2
23589H84NG,52,M,"606,826",267,1,606826,2
23592I28DU,59,F,"476,723",242,0,476723,2
23592M92GQ,44,M,"213,119",385,1,213119,3
23596E59BD,37,F,"753,824",73,0,753824,1
23602M02PV,53,M,"571,953",458,1,571953,3
23602P16ZB,45,M,"196,726",276,1,196726,2
23606F61DM,48,M,"155,300",389,1,155300,3
23609E36UD,65,M,"274,181",208,1,274181,2
23609V17LL,32,M,"181,498",298,1,181498,2
23610I60QO,33,M,"207,445",417,1,207445,3
23611R81NE,51,F,"333,611",354,1,333611,2
23612M22CI,45,F,"705,168",565,1,705168,4
23614D50MX,52,F,"469,392",361,1,469392,3
23617C21BX,27,F,"203,992",266,1,203992,2
23619D86NV,60,F,"169,475",347,0,169475,2
23619J86SR,39,M,"196,618",461,0,196618,3
23625G69EZ,53,F,"349,605",173,0,349605,1
23629U92AB,33,M,"229,165",747,0,229165,4
23631S10GY,34,F,"320,994",391,0,320994,3
23634G30PP,42,M,"660,312",162,1,660312,1
23635K97TJ,42,F,"445,365",905,0,445365,4
23645X27IE,47,M,"349,025",495,1,349025,3
23648T95OE,55,M,"152,810",325,0,152810,2
23650F19PB,29,M,"265,290",39,1,265290,1
23651I66VK,47,M,"234,786",378,1,234786,3
23654Z74VR,31,F,"227,803",455,1,227803,3
23655L46KL,54,M,"265,265",324,0,265265,2
23665D22CP,26,F,"258,005",292,1,258005,2
23669F36SR,52,M,"761,732",259,1,761732,2
23669G88UT,65,M,"423,100",50,0,423100,1
23683F86PE,31,M,"211,104",171,0,211104,1
23684Z27JL,55,M,"527,015",64,0,527015,1
23687N32VW,61,F,"441,765",469,0,441765,3
23688I12ZE,36,F,"585,152",464,1,585152,3
23694L41JO,58,M,"93,457",477,0,93457,3
23697W48ZC,50,M,"242,393",478,0,242393,3
23699J24IJ,55,M,"515,767",466,0,515767,3
23700A35ZH,45,F,"415,699",220,0,415699,2
23705M18ZH,27,F,"423,760",231,1,423760,2
23705Z07OB,60,F,"192,640",780,1,192640,4
23706G12NN,25,M,"241,723",495,1,241723,3
23712Y87KB,52,M,"357,336",267,0,357336,2
23715D31KX,46,F,"463,077",303,1,463077,2
23715U83TJ,33,F,"335,083",253,1,335083,2
23717A37SF,63,F,"299,853",714,1,299853,4
23720Z51BN,44,F,"301,181",220,1,301181,2
23728C41QL,36,F,"627,896",234,1,627896,2
23728U50BU,37,M,"408,721",454,1,408721,3
23734C96NV,46,M,"664,979",417,1,664979,3
23734H99UE,34,F,"326,401",69,1,326401,1
23737B74IH,25,M,"272,959",193,0,272959,1
23749F83FM,44,M,"367,510",301,0,367510,2
23751B97ZI,47,F,"550,163",103,0,550163,1
23753K07KY,62,M,"778,477",639,1,778477,4
23757A11NN,46,M,"166,339",270,1,166339,2
23758M26UW,42,M,"265,059",379,1,265059,3
23758W99WZ,38,F,"315,456",618,1,315456,4
23768Y90CF,62,M,"116,250",474,0,116250,3
23772A04ZO,27,F,"429,581",426,1,429581,3
23773T87EK,33,M,"267,006",211,0,267006,2
23780U69AD,62,F,"360,261",487,1,360261,3
23781I26XE,29,M,"153,450",997,1,153450,4
23781Y48WZ,30,M,"102,011",319,0,102011,2
23784V31DB,31,M,"292,588",124,1,292588,1
23786N99TJ,33,F,"244,923",461,1,244923,3
23789B68HX,33,M,"246,695",384,1,246695,3
23790E49WM,62,M,"191,994",478,0,191994,3
23790N20PR,52,M,"572,573",351,0,572573,2
23792Z08WV,61,F,"481,664",804,1,481664,4
23800T39JN,43,M,"517,520",161,1,517520,1
23804M21SI,62,M,"473,088",268,1,473088,2
23808A32AF,32,F,"415,548",3,1,415548,1
23808X27EU,53,M,"226,616",195,0,226616,1
23809Z89CF,36,M,"308,481",208,1,308481,2
23812K01WZ,50,F,"443,904",362,1,443904,3
23812N33KJ,57,M,"662,669",70,0,662669,1
23814B71RI,26,F,"387,331",394,0,387331,3
23831N77DN,42,M,"444,124",275,0,444124,2
23832X39KE,49,M,"695,787",418,1,695787,3
23832Y18GA,55,F,"165,456",442,1,165456,3
23842I93NE,48,M,"367,553",191,1,367553,1
23843X70YZ,33,M,"268,413",405,1,268413,3
23844Q41QB,29,M,"246,339",369,1,246339,3
23846Q76WX,60,F,"91,637",694,1,91637,4
23851A63WS,35,M,"266,492",240,1,266492,2
23851K98AW,50,M,"235,180",388,1,235180,3
23852X84RN,43,F,"798,443",423,1,798443,3
23853V49SB,49,M,"285,037",441,1,285037,3
23854A19JE,45,M,"279,209",146,0,279209,1
23860V42PT,45,M,"706,293",42,1,706293,1
23861A35EO,35,F,"360,355",345,1,360355,2
23862L64LS,29,M,"112,654",886,0,112654,4
23865C22FD,52,F,"147,277",347,0,147277,2
23865N37RV,31,F,"472,173",334,1,472173,2
23865T74QC,54,F,"183,821",226,0,183821,2
23866P93XU,30,F,"379,465",396,1,379465,3
23867S67BU,59,F,"121,661",247,0,121661,2
23871M02AL,62,M,"526,074",281,0,526074,2
23871Y85NH,46,M,"304,107",437,1,304107,3
23876P28UJ,54,F,"160,987",331,0,160987,2
23876Z44XB,56,M,"767,516",138,1,767516,1
23879E79HE,43,M,"461,364",353,1,461364,2
23881E34AE,55,F,"497,805",527,1,497805,4
23882F07JZ,37,M,"194,390",333,1,194390,2
23884Q51YH,45,M,"293,711",260,1,293711,2
23885S67ZX,62,F,"135,717",831,0,135717,4
23887Q05IE,58,M,"711,836",995,1,711836,4
23891M43YJ,58,F,"278,277",111,0,278277,1
23891Y35NA,25,M,"223,793",483,0,223793,3
23892P74ZN,60,F,"200,163",261,0,200163,2
23896J37RN,30,F,"272,181",454,1,272181,3
23902Y85MS,30,F,"183,544",477,1,183544,3
23903J50RD,54,M,"467,122",65,0,467122,1
23910O69BR,56,M,"666,210",304,0,666210,2
23914F07MB,32,M,"188,516",181,1,188516,1
23917J46CF,59,M,"222,095",428,1,222095,3
23917L14XW,59,M,"409,370",207,0,409370,2
23917U28RG,59,M,"752,808",51,0,752808,1
23919C03LR,49,M,"368,987",370,0,368987,3
23921Y73AS,51,M,"786,090",922,0,786090,4
23923J11JN,46,M,"174,888",250,0,174888,2
23923Q81OQ,25,F,"190,120",323,1,190120,2
23928K12IS,61,F,"240,013",211,0,240013,2
23928U08ZP,27,M,"294,357",243,0,294357,2
23930G68HK,32,F,"165,701",224,0,165701,2
23930T71QP,51,F,"429,837",326,1,429837,2
23930Z39WH,55,M,"125,502",331,0,125502,2
23937F58WW,52,F,"295,008",144,0,295008,1
23938E74KD,55,F,"320,667",978,0,320667,4
23942D12CF,63,F,"191,437",137,0,191437,1
23943D29GF,55,F,"497,760",433,0,497760,3
23946L75NJ,48,F,"338,875",564,0,338875,4
23946S46FH,44,M,"277,309",52,0,277309,1
23947E49GZ,55,M,"134,233",104,0,134233,1
23947S53CH,52,F,"352,448",204,0,352448,2
23948A43EP,28,F,"239,755",212,0,239755,2
23949K11PO,45,M,"169,529",300,0,169529,2
23951I18WN,32,F,"461,936",323,0,461936,2
23951Q02OD,64,M,"660,619",515,1,660619,4
23955U13EQ,59,F,"455,109",203,1,455109,2
23959I16GJ,39,M,"321,431",430,1,321431,3
23960E36QN,50,F,"283,528",523,1,283528,4
23961T16OJ,45,F,"456,589",264,0,456589,2
23961V58UH,44,F,"421,779",460,1,421779,3
23964A79SA,33,M,"230,991",940,1,230991,4
23964H19WY,35,F,"359,460",371,0,359460,3
23964M60BU,25,M,"189,294",306,1,189294,2
23964O22SV,44,M,"280,143",257,0,280143,2
23969A81BV,62,F,"153,507",994,1,153507,4
23971G08CH,30,M,"156,902",319,0,156902,2
23972B15GG,40,M,"284,745",329,0,284745,2
23973X80QX,48,F,"406,245",395,1,406245,3
23974J88OG,62,M,"476,107",702,1,476107,4
23974X53BW,39,M,"176,462",462,1,176462,3
23977H55NB,60,M,"682,543",135,1,682543,1
23978R60QF,42,F,"411,424",884,1,411424,4
23980D53TX,45,F,"753,933",425,1,753933,3
23985T05HB,60,M,"228,575",297,0,228575,2
23987G05BX,42,M,"754,232",172,1,754232,1
23989O87CX,41,F,"741,325",322,1,741325,2
23990A52CM,56,M,"266,020",454,1,266020,3
23990S17CK,30,M,"110,934",290,0,110934,2
23991Z01EG,60,F,"522,672",28,0,522672,1
23995D19US,53,M,"683,720",201,0,683720,2
23995R06FE,45,F,"589,189",345,0,589189,2
23997I35RS,31,M,"177,403",311,1,177403,2
23999Q04WU,52,F,"488,987",113,0,488987,1
24001F19QF,27,M,"161,281",879,1,161281,4
24002H02IZ,47,F,"638,509",226,0,638509,2
24002M34RG,63,F,"191,560",346,0,191560,2
24004L70KU,63,M,"510,989",267,0,510989,2
24005I20SR,44,F,"341,885",304,1,341885,2
24007P82UI,62,M,"635,395",290,1,635395,2
24008G02KJ,60,F,"460,696",201,0,460696,2
24011W17JM,59,F,"184,395",379,1,184395,3
24012X31OK,47,M,"522,757",293,0,522757,2
24014Y12LF,25,F,"360,203",378,1,360203,3
24016Y29EC,29,M,"175,471",882,1,175471,4
24024J33SY,51,F,"137,571",777,0,137571,4
24027Q52XL,27,M,"239,137",181,1,239137,1
24028Q37AO,51,F,"308,112",724,1,308112,4
24029M74TL,31,F,"422,922",463,1,422922,3
24030E13GD,43,M,"625,856",800,1,625856,4
24032S46ZQ,56,F,"474,331",839,1,474331,4
24040A10EW,41,F,"576,429",199,0,576429,1
24040K79MS,35,M,"178,605",591,1,178605,4
24040X68MZ,33,M,"296,352",331,0,296352,2
24043E10PY,62,M,"364,363",242,1,364363,2
24044V91HB,50,F,"338,971",327,0,338971,2
24044Y74YH,34,M,"166,054",178,1,166054,1
24051J43NW,54,F,"455,771",455,1,455771,3
24051M05GV,56,M,"646,924",205,1,646924,2
24052Q13VE,56,M,"776,604",238,0,776604,2
24054A79RP,53,M,"648,829",1008,1,648829,4
24059H38JG,44,M,"658,432",229,0,658432,2
24066F47TE,51,M,"499,269",147,0,499269,1
24071U16JK,31,M,"251,163",329,0,251163,2
24076K86RI,47,M,"681,352",334,0,681352,2
24078U31PJ,54,M,"221,946",430,1,221946,3
24089X38PP,49,F,"404,731",289,1,404731,2
24093I21UZ,50,F,"463,645",273,0,463645,2
24096D18AY,57,F,"184,541",449,1,184541,3
24096Z05YH,62,F,"365,397",394,1,365397,3
24102P02XW,32,M,"267,393",552,1,267393,4
24103H13YX,43,M,"239,331",400,0,239331,3
24107B55DU,28,M,"136,987",602,0,136987,4
24109N73ER,62,F,"263,245",283,0,263245,2
24111U50ND,35,F,"295,521",481,0,295521,3
24112K53GV,62,F,"156,867",366,1,156867,3
24117I56OH,42,F,"326,344",346,0,326344,2
24124R63EN,31,M,"280,879",37,0,280879,1
24125J07FW,29,F,"343,251",217,1,343251,2
24128N01MQ,59,F,"368,085",285,0,368085,2
24129P44MZ,31,M,"265,563",26,1,265563,1
24133C51RZ,65,F,"289,373",282,0,289373,2
