,CURR_AGE,new_income,GENDER_M,age_cat_2,age_cat_3,age_cat_4,pred
13308,59,3243111,False,False,True,False,1
13309,49,1956516,True,True,False,False,1
13310,45,2161361,False,True,False,False,1
13311,61,3009861,False,False,True,False,1
13312,42,3352929,True,True,False,False,1
13313,29,2051996,True,False,False,False,1
13314,26,1099232,True,False,False,False,1
13315,33,1159680,False,True,False,False,1
13316,28,1036054,False,False,False,False,0
13317,32,965805,False,False,True,False,1
13318,60,1740674,True,True,False,False,1
13319,28,1267004,False,True,False,False,1
13320,55,2998350,False,False,False,False,1
13321,41,3221885,True,True,False,False,1
13322,27,1648752,True,True,False,False,1
13323,64,2032301,False,False,False,True,1
13324,37,1795327,False,True,False,False,1
13325,32,2095311,True,True,False,False,1
13326,43,1860608,True,True,False,False,1
13327,61,2690631,True,False,True,False,1
13328,51,1608671,False,False,True,False,1
13329,42,2496530,False,False,False,True,1
13330,32,1137770,False,False,False,False,1
13331,30,939737,False,False,False,False,1
13332,58,851299,True,False,False,False,1
13333,51,1909728,False,False,False,True,1
13334,27,1203080,False,True,False,False,1
13335,55,1008541,True,False,False,True,1
13336,53,1044776,True,True,False,False,1
13337,48,2420305,False,False,False,False,1
13338,40,1844414,False,True,False,False,1
13339,34,2488997,True,True,False,False,1
13340,25,2491863,True,False,True,False,1
13341,38,1474568,True,False,True,False,1
13342,50,1942373,False,False,True,False,1
13343,35,2504946,True,False,False,False,1
13344,31,1546748,False,True,False,False,1
13345,50,1895640,True,False,False,False,1
13346,35,2223649,True,False,False,True,1
13347,58,565771,False,False,True,False,1
13348,36,2615657,True,False,False,False,1
13349,59,3110588,True,False,False,False,1
13350,33,1283131,True,False,False,False,1
13351,60,3149221,False,False,False,True,1
13352,44,2546470,False,False,False,False,1
13353,62,2050075,True,True,False,False,1
13354,29,2444644,True,False,True,False,1
13355,28,1957178,True,True,False,False,1
13356,43,3240122,True,False,False,False,1
13357,43,2320673,True,False,True,False,1
13358,32,1690557,True,False,False,False,1
13359,42,2658981,True,False,False,False,1
13360,31,2239218,True,False,False,True,1
13361,25,1116241,True,True,False,False,1
13362,31,2137135,True,False,False,False,1
13363,47,1624582,False,True,False,False,1
13364,29,2436163,True,True,False,False,1
13365,39,1915962,False,False,False,False,1
13366,31,866797,False,True,False,False,1
13367,60,2269023,False,True,False,False,1
13368,28,2465057,True,True,False,False,1
13369,57,3361007,False,False,False,False,1
13370,57,1040003,True,False,False,False,1
13371,50,2674918,True,False,True,False,1
13372,48,1695243,True,True,False,False,1
13373,62,2730633,True,False,False,True,1
13374,47,1418755,False,False,True,False,1
13375,48,3003110,True,True,False,False,1
13376,30,1401009,True,False,False,False,1
13377,63,2066337,True,False,False,True,1
13378,51,1055349,False,False,True,False,1
13379,30,1056030,False,False,True,False,1
13380,61,3326849,True,False,False,False,1
13381,55,1558757,True,False,False,True,1
13382,41,2811107,True,True,False,False,1
13383,41,1503600,True,False,False,False,1
13384,37,1471224,True,False,True,False,1
13385,50,1506165,False,True,False,False,1
13386,52,2274017,True,True,False,False,1
13387,52,3060848,False,False,False,False,1
13388,28,2469796,True,True,False,False,1
13389,39,2733693,False,False,False,False,1
13390,56,642903,False,False,False,False,0
13391,36,1518541,True,False,False,False,1
13392,55,2701042,True,True,False,False,1
13393,59,817772,False,False,True,False,1
13394,42,3443428,True,False,False,False,1
13395,43,1497383,True,True,False,False,1
13396,43,1880022,True,False,True,False,1
13397,37,1946485,False,False,False,False,1
13398,28,1170222,True,False,True,False,1
13399,34,1002782,False,False,False,True,1
13400,44,3296120,True,False,False,False,1
13401,49,2832565,True,True,False,False,1
13402,39,1910711,False,True,False,False,1
13403,53,2890171,True,True,False,False,1
13404,51,1787295,False,False,True,False,1
13405,61,1363162,False,False,True,False,1
13406,56,2232218,True,False,False,False,1
13407,45,2470164,True,False,False,True,1
13408,26,2072285,True,False,False,True,1
13409,56,3248615,True,False,False,True,1
13410,59,954868,False,False,False,True,1
13411,52,1893598,True,False,True,False,1
13412,50,1708360,False,True,False,False,1
13413,38,1943609,True,False,False,False,1
13414,55,3117377,False,False,False,False,1
13415,26,1291478,False,True,False,False,1
13416,50,2086521,True,False,True,False,1
13417,57,3335231,False,True,False,False,1
13418,36,2536301,False,True,False,False,1
13419,48,3093687,True,True,False,False,1
13420,49,2051297,False,False,False,False,1
13421,39,2480905,False,True,False,False,1
13422,64,960800,False,False,False,False,1
13423,28,1087189,False,False,False,True,1
13424,48,1886029,True,False,False,True,1
13425,62,1581428,True,False,False,True,1
13426,56,3379825,True,False,False,True,1
13427,56,2187391,True,True,False,False,1
13428,49,1498390,False,False,False,False,1
13429,62,2663140,False,False,False,True,1
13430,58,2172396,False,False,False,True,1
13431,32,2132596,True,False,False,False,1
13432,25,2368537,True,True,False,False,1
13433,41,1548712,False,False,False,False,1
13434,57,603551,True,True,False,False,0
13435,63,3150708,False,True,False,False,1
13436,59,2626851,False,False,True,False,1
13437,28,1013083,False,False,True,False,1
13438,44,2962300,True,False,True,False,1
13439,55,1425047,False,False,False,True,1
13440,37,2304370,False,True,False,False,1
13441,37,2550555,False,True,False,False,1
13442,39,1740395,True,False,False,False,1
13443,59,880926,True,False,True,False,1
13444,44,1924960,False,True,False,False,1
13445,58,2610443,False,False,False,False,0
13446,55,621346,True,False,False,False,0
13447,65,1380281,False,False,False,True,1
13448,59,1601422,False,False,False,False,0
13449,51,2516086,True,False,False,True,1
13450,42,2130821,False,False,True,False,1
13451,30,2518693,True,False,False,False,1
13452,28,1074233,True,False,False,True,1
13453,50,2455796,False,True,False,False,1
13454,61,1217460,True,False,True,False,1
13455,45,2734064,False,True,False,False,1
13456,57,1419497,True,False,True,False,1
13457,36,2133834,True,False,False,True,1
13458,60,2488699,True,False,False,True,1
13459,37,3115137,True,False,False,True,1
13460,40,2063458,True,False,True,False,1
13461,52,2883294,False,False,True,False,1
13462,39,1744949,False,False,True,False,1
13463,65,1372932,False,False,True,False,1
13464,59,1181681,True,False,False,False,1
13465,55,1908955,True,False,False,False,1
13466,62,1354950,True,False,True,False,1
13467,29,1522002,True,False,False,True,1
13468,63,647391,False,False,True,False,1
13469,27,1945743,True,False,False,True,1
13470,33,2003778,True,False,False,False,1
13471,63,2573467,False,False,False,True,1
13472,29,1099735,True,False,False,False,1
13473,61,3240729,True,False,False,False,1
13474,27,1104158,False,False,False,False,0
13475,51,2480968,False,True,False,False,1
13476,45,2441735,False,True,False,False,1
13477,51,1631045,False,False,False,True,1
13478,49,1741596,False,False,False,True,1
13479,51,2578524,False,False,False,False,1
13480,31,1143002,False,False,False,False,1
13481,58,1860209,True,False,True,False,1
13482,57,1319867,True,False,True,False,1
13483,28,1510910,False,False,False,False,0
13484,61,2135713,False,False,True,False,1
13485,60,608452,False,False,False,True,1
13486,54,1776549,True,False,True,False,1
13487,31,1287594,False,False,False,True,1
13488,27,1484482,True,False,False,True,1
13489,64,1127708,True,False,True,False,1
13490,64,2257502,True,False,False,True,1
13491,31,1054883,True,False,True,False,1
13492,29,1148703,False,False,True,False,1
13493,52,1775663,True,True,False,False,1
13494,27,2303731,True,True,False,False,1
13495,37,2497331,False,False,False,False,1
13496,31,2378527,True,True,False,False,1
13497,35,1220972,True,False,True,False,1
13498,45,2597056,False,False,True,False,1
13499,54,3153764,True,False,True,False,1
13500,25,2171428,True,False,True,False,1
13501,41,1427064,False,False,True,False,1
13502,46,1395860,False,False,False,False,1
13503,38,2023062,False,False,False,True,1
13504,39,2768711,False,True,False,False,1
13505,27,1488116,False,False,True,False,1
13506,57,2342294,False,False,True,False,1
13507,55,2742853,False,False,True,False,1
13508,62,1065875,False,True,False,False,1
13509,62,2256165,False,False,False,True,1
13510,62,1857688,True,False,False,False,1
13511,28,2301973,True,False,False,True,1
13512,43,1554856,False,True,False,False,1
13513,52,703427,False,True,False,False,0
13514,27,2442990,True,False,False,True,1
13515,61,2364222,True,True,False,False,1
13516,56,3333582,True,True,False,False,1
13517,64,2227199,False,False,False,True,1
13518,51,3452080,False,False,False,False,1
13519,40,3168642,True,False,True,False,1
13520,57,2194502,True,False,True,False,1
13521,35,1293181,True,False,False,True,1
13522,41,2625487,False,True,False,False,1
13523,35,2001557,False,False,True,False,1
13524,38,1408784,False,False,False,False,1
13525,59,3129274,False,False,False,False,0
13526,47,2510790,False,True,False,False,1
13527,37,2364387,False,True,False,False,1
13528,54,2813331,True,False,True,False,1
13529,25,1395789,False,True,False,False,1
13530,47,1804851,True,False,False,False,1
13531,52,679861,True,True,False,False,1
13532,44,2250911,True,False,True,False,1
13533,32,1266869,False,False,True,False,1
13534,33,1277010,False,False,False,True,1
13535,45,1699580,True,False,False,False,1
13536,57,1501029,False,False,False,False,1
13537,55,603638,True,True,False,False,0
13538,57,1922931,True,True,False,False,1
13539,34,2413272,True,True,False,False,1
13540,56,1470782,True,False,False,False,1
13541,39,2213847,False,False,False,True,1
13542,63,3232418,True,False,False,True,1
13543,46,1455935,False,False,True,False,1
13544,39,2816902,True,True,False,False,1
13545,45,1698814,True,False,False,True,1
13546,47,1436570,True,True,False,False,1
13547,53,1546828,True,False,True,False,1
13548,50,2719860,False,False,True,False,1
13549,36,2509374,True,True,False,False,1
13550,33,2461278,True,False,True,False,1
13551,55,2806877,True,False,True,False,1
13552,35,1465222,True,False,False,False,1
13553,49,2253341,False,True,False,False,1
13554,26,2305385,True,False,False,False,1
13555,27,928353,False,False,False,True,1
13556,65,3035389,False,False,False,False,1
13557,28,1008490,False,False,True,False,1
13558,28,1595006,False,False,False,True,1
13559,50,2358151,True,True,False,False,1
13560,61,644269,False,True,False,False,0
13561,37,3316947,True,False,False,False,1
13562,40,2491520,False,False,False,True,1
13563,54,3152279,True,False,False,False,1
13564,63,619892,True,False,False,False,0
13565,36,2049673,False,True,False,False,1
13566,51,1110144,False,False,True,False,1
13567,61,1509116,True,False,False,False,1
13568,64,2034461,False,False,False,True,1
13569,40,1766100,False,True,False,False,1
13570,57,3046117,True,False,False,False,1
13571,39,1672287,True,True,False,False,1
13572,32,1373308,False,True,False,False,1
13573,62,2274082,False,False,False,False,1
13574,60,2770410,True,True,False,False,1
13575,59,2560759,True,True,False,False,1
13576,26,1340656,False,False,False,False,0
13577,28,1109632,False,False,False,False,0
13578,31,2041483,False,False,False,False,1
13579,39,3031062,True,False,False,False,1
13580,34,1033880,False,True,False,False,1
13581,30,922431,False,True,False,False,1
13582,35,1288736,False,False,False,False,1
13583,36,2705798,True,False,False,False,1
13584,40,1608172,True,True,False,False,1
13585,45,2463042,True,False,True,False,1
13586,29,2342431,True,False,True,False,1
13587,42,2609458,True,True,False,False,1
13588,50,1902425,True,False,True,False,1
13589,38,2613466,False,False,False,False,1
13590,51,1860708,False,False,True,False,1
13591,59,1791856,False,False,True,False,1
13592,52,2155377,True,True,False,False,1
13593,56,2023575,True,True,False,False,1
13594,31,1056271,True,False,False,False,1
13595,46,2109749,True,False,False,True,1
13596,44,2508110,False,False,True,False,1
13597,27,1176279,False,False,False,True,1
13598,54,940323,True,False,False,False,1
13599,48,2333579,True,False,False,True,1
13600,62,2907849,False,True,False,False,1
13601,37,2031992,False,False,False,False,1
13602,59,2199895,True,False,False,True,1
13603,45,2235855,False,False,False,True,1
13604,45,2367282,True,True,False,False,1
13605,59,1140791,False,False,False,False,0
13606,53,1388517,True,False,True,False,1
13607,34,2148573,True,False,True,False,1
13608,49,1834596,False,False,False,True,1
13609,28,1145354,True,False,False,False,1
13610,32,899872,False,False,True,False,1
13611,26,1190479,True,False,False,True,1
13612,62,1638711,False,False,False,False,1
13613,31,2589626,True,False,True,False,1
13614,51,3256267,True,False,True,False,1
13615,37,3026102,True,False,False,False,1
13616,64,550400,False,False,False,False,0
13617,33,2245020,True,False,False,True,1
13618,26,1246116,False,False,True,False,1
13619,46,2310308,False,False,True,False,1
13620,47,2574868,True,False,False,False,1
13621,53,1470509,True,True,False,False,1
13622,62,1514190,True,False,False,False,1
13623,64,1557628,False,False,False,False,1
13624,54,2461981,False,False,False,False,1
13625,36,2134304,True,False,True,False,1
13626,59,3343999,True,False,True,False,1
13627,34,1358354,False,False,False,True,1
13628,59,2972783,False,True,False,False,1
13629,62,3226139,True,False,True,False,1
13630,47,3086127,True,True,False,False,1
13631,57,2876852,True,False,False,True,1
13632,44,1661705,True,False,True,False,1
13633,48,1901312,False,False,True,False,1
13634,40,2253242,True,False,True,False,1
13635,56,2807368,False,False,False,True,1
13636,45,1478548,False,False,False,False,1
13637,25,1598970,False,False,True,False,1
13638,45,1869738,False,False,False,True,1
13639,55,600748,False,False,True,False,1
13640,39,1534716,True,False,False,False,1
13641,46,2273466,False,True,False,False,1
13642,32,2222697,True,False,False,False,1
13643,30,1453352,False,False,True,False,1
13644,31,1236458,True,False,False,False,1
13645,32,1974354,True,False,False,True,1
13646,26,1964553,True,False,False,False,1
13647,37,1985134,True,True,False,False,1
13648,56,1525776,False,True,False,False,1
13649,46,2150613,False,True,False,False,1
13650,53,746909,False,False,False,False,0
13651,34,1700213,False,True,False,False,1
13652,43,2519754,False,False,False,False,1
13653,25,1089320,False,True,False,False,1
13654,39,2616959,False,False,False,False,1
13655,57,2976144,True,True,False,False,1
13656,27,2185782,True,False,False,True,1
13657,50,1841072,False,False,True,False,1
13658,40,2490275,True,False,False,False,1
13659,50,2606083,True,False,False,False,1
13660,44,1951393,False,False,True,False,1
13661,56,2532845,False,False,False,False,1
13662,65,1903652,False,False,True,False,1
13663,36,1415004,False,False,False,True,1
13664,33,2171095,True,False,False,False,1
13665,63,1976764,False,False,False,False,1
13666,59,806413,True,True,False,False,1
13667,39,1662579,False,True,False,False,1
13668,50,2010031,False,False,True,False,1
13669,38,3191608,True,False,False,False,1
13670,64,3164904,False,True,False,False,1
13671,51,2645163,False,False,True,False,1
13672,27,1182791,True,False,True,False,1
13673,27,2532957,True,False,False,True,1
13674,53,2405861,True,True,False,False,1
13675,61,1057710,True,False,False,False,1
13676,57,1099265,True,False,True,False,1
13677,49,2715388,True,True,False,False,1
13678,36,3176715,True,False,False,False,1
13679,54,2470145,False,False,True,False,1
13680,60,2892971,False,False,False,False,0
13681,40,2173538,True,True,False,False,1
13682,50,2313444,True,False,False,False,1
13683,29,1179117,False,True,False,False,1
13684,32,1871890,True,False,True,False,1
13685,29,1565962,False,True,False,False,1
13686,44,3047247,True,False,False,False,1
13687,45,2358187,True,True,False,False,1
13688,57,2604611,True,False,True,False,1
13689,29,1730975,False,True,False,False,1
13690,43,1562701,False,False,True,False,1
13691,61,2431656,True,False,True,False,1
13692,58,3359165,True,False,True,False,1
13693,60,3050320,False,True,False,False,1
13694,52,1076602,False,False,False,False,1
13695,57,1542428,True,True,False,False,1
13696,25,1731793,False,False,False,False,0
13697,46,2300839,False,False,True,False,1
13698,29,1230309,True,False,True,False,1
13699,64,803700,True,False,False,False,1
13700,39,1689022,False,True,False,False,1
13701,26,1162088,False,False,True,False,1
13702,54,2223335,True,True,False,False,1
13703,48,2286867,False,False,True,False,1
13704,29,948349,False,False,True,False,1
13705,42,2383328,False,True,False,False,1
13706,51,2329715,False,False,False,False,1
13707,60,1982214,True,False,False,False,1
13708,56,3004521,True,True,False,False,1
13709,37,1796230,False,False,True,False,1
13710,36,2205786,False,True,False,False,1
13711,44,1508152,True,False,True,False,1
13712,40,1471929,True,False,True,False,1
13713,43,1843981,False,False,False,False,1
13714,55,2858425,False,False,False,True,1
13715,39,1768517,False,False,False,False,1
13716,44,1659637,True,False,True,False,1
13717,42,1762883,False,True,False,False,1
13718,35,1735794,True,False,False,False,1
13719,53,1786792,False,False,True,False,1
13720,36,2196341,False,False,False,False,1
13721,40,1490756,False,False,False,True,1
13722,49,2259830,True,False,True,False,1
13723,40,2580641,False,True,False,False,1
13724,25,2460354,True,True,False,False,1
13725,61,2934617,False,False,False,True,1
13726,46,2139295,False,False,True,False,1
13727,27,1674547,True,False,False,True,1
13728,54,3424406,False,False,False,True,1
13729,29,1773262,False,False,False,True,1
13730,48,2687434,False,False,True,False,1
13731,58,1713240,True,False,True,False,1
13732,41,2357532,True,True,False,False,1
13733,38,1397535,True,False,False,False,1
13734,25,1950778,True,False,False,True,1
13735,26,1264645,False,False,False,False,0
13736,25,1709595,True,False,False,False,1
13737,38,1530893,False,False,True,False,1
13738,35,2542785,True,True,False,False,1
13739,39,3129827,True,False,False,False,1
13740,54,1586052,False,True,False,False,1
13741,61,604437,False,False,False,True,1
13742,25,2345747,True,False,True,False,1
13743,55,1028903,False,False,False,True,1
13744,65,988941,True,True,False,False,1
13745,54,694796,False,False,False,True,1
13746,62,2141980,False,False,False,False,1
13747,46,2640969,False,True,False,False,1
13748,61,1848201,False,False,False,False,1
13749,43,2510336,False,True,False,False,1
13750,65,2359607,True,False,False,False,1
13751,33,1907301,True,False,False,False,1
13752,39,1893566,False,False,False,False,1
13753,44,2426468,False,False,False,False,1
13754,59,2141385,False,True,False,False,1
13755,34,2579426,True,True,False,False,1
13756,40,2655651,True,False,False,True,1
13757,28,2206965,True,False,False,True,1
13758,29,2291358,True,False,False,False,1
13759,33,1130307,True,True,False,False,1
13760,58,1299543,True,False,False,True,1
13761,26,1324801,False,True,False,False,1
13762,63,915791,True,False,False,False,1
13763,49,2712754,True,False,False,True,1
13764,45,1522087,False,True,False,False,1
13765,60,1773416,False,False,False,False,0
13766,31,1398126,False,True,False,False,1
13767,55,1475965,True,False,True,False,1
13768,54,788792,True,False,False,False,1
13769,43,2875280,True,False,False,False,1
13770,27,2020703,False,False,False,True,1
13771,33,1395196,False,False,True,False,1
13772,61,1739102,True,False,True,False,1
13773,40,1515489,False,False,True,False,1
13774,58,2502098,True,False,False,False,1
13775,38,1896787,False,True,False,False,1
13776,40,1519859,False,False,True,False,1
13777,39,1829929,False,False,False,False,1
13778,28,1581673,False,False,False,True,1
13779,25,1819978,True,False,True,False,1
13780,47,3225390,True,False,False,True,1
13781,33,1201049,False,False,False,False,1
13782,36,2504645,False,False,False,False,1
13783,27,1388588,False,False,False,False,0
13784,48,2073263,True,False,False,False,1
13785,37,2523442,False,False,False,True,1
13786,59,1079789,False,False,True,False,1
13787,62,3390045,True,False,True,False,1
13788,36,2099031,False,False,True,False,1
13789,34,945415,False,False,True,False,1
13790,26,983756,False,True,False,False,1
13791,57,2932465,True,False,False,False,1
13792,62,1602145,True,False,True,False,1
13793,54,681328,False,False,True,False,1
13794,33,2203064,True,False,False,False,1
13795,43,1430955,False,True,False,False,1
13796,31,1537096,False,False,False,False,1
13797,58,563608,True,False,True,False,1
13798,55,2136481,False,False,True,False,1
13799,62,3361850,False,True,False,False,1
13800,60,2083267,True,False,True,False,1
13801,43,1848986,False,False,False,False,1
13802,35,926389,False,False,True,False,1
13803,27,1339178,True,True,False,False,1
13804,38,1606267,False,False,False,False,1
13805,53,723193,False,False,False,False,0
13806,60,1024727,True,True,False,False,1
13807,51,2563832,False,False,True,False,1
13808,55,1296300,False,False,False,False,1
13809,33,2024454,True,False,False,False,1
13810,36,2598491,False,True,False,False,1
13811,37,3359016,True,True,False,False,1
13812,53,3085796,False,False,False,False,1
13813,51,3119206,True,False,True,False,1
13814,46,1948040,False,True,False,False,1
13815,29,1621864,True,False,False,True,1
13816,26,2155478,True,False,False,True,1
13817,42,1864299,True,False,False,True,1
13818,33,1535383,False,False,False,False,1
13819,57,2781879,True,False,False,False,1
13820,47,2628862,False,True,False,False,1
13821,43,1501308,False,False,True,False,1
13822,45,1919478,False,False,True,False,1
13823,62,909828,False,False,True,False,1
13824,52,2614993,True,True,False,False,1
13825,35,1271399,True,False,False,False,1
13826,52,2671286,False,False,False,True,1
13827,30,919806,False,False,False,False,1
13828,32,1234744,False,True,False,False,1
13829,48,2491879,True,False,True,False,1
13830,44,2535381,True,False,False,False,1
13831,40,1513797,True,False,True,False,1
13832,26,1304638,True,False,False,False,1
13833,43,1921837,True,False,False,False,1
13834,44,1633512,False,False,False,False,1
13835,44,2845671,True,True,False,False,1
13836,47,3254930,True,True,False,False,1
13837,52,2417472,True,True,False,False,1
13838,26,2596146,True,True,False,False,1
13839,61,938896,False,True,False,False,1
13840,30,1831508,False,False,True,False,1
13841,65,3222984,False,False,True,False,1
13842,42,1429887,False,True,False,False,1
13843,59,2330062,False,False,False,True,1
13844,43,2333564,False,False,True,False,1
13845,33,1291097,True,True,False,False,1
13846,29,1109117,True,False,False,True,1
13847,61,3267724,True,False,False,True,1
13848,60,2492024,False,False,True,False,1
13849,43,2758053,False,True,False,False,1
13850,39,1897829,True,False,False,True,1
13851,43,3003613,True,False,False,False,1
13852,38,1803689,False,False,True,False,1
13853,28,2281546,True,False,False,False,1
13854,31,1497231,False,False,False,True,1
13855,40,2439793,False,False,True,False,1
13856,42,1405062,False,True,False,False,1
13857,47,2549563,True,False,True,False,1
13858,29,2033882,True,False,False,False,1
13859,46,2713054,False,False,False,True,1
13860,27,1455838,False,False,True,False,1
13861,53,3442518,True,False,False,True,1
13862,65,1881444,False,False,False,True,1
13863,49,2632828,False,True,False,False,1
13864,43,2769867,True,True,False,False,1
13865,37,2486588,False,False,True,False,1
13866,42,1593012,False,False,False,False,1
13867,43,2682370,True,False,False,True,1
13868,63,1629831,True,False,False,False,1
13869,32,2354807,True,False,True,False,1
13870,50,3060112,True,True,False,False,1
13871,34,1704335,True,False,False,False,1
13872,53,779852,False,True,False,False,0
13873,40,1693372,False,True,False,False,1
13874,48,1586021,False,False,False,False,1
13875,48,1685975,True,True,False,False,1
13876,27,1434167,False,True,False,False,1
13877,44,3155389,True,False,False,True,1
13878,38,1389919,False,False,False,False,1
13879,42,1606028,False,False,True,False,1
13880,35,1510983,False,False,False,True,1
13881,57,3178305,False,False,True,False,1
13882,30,1371413,False,True,False,False,1
13883,48,1617658,False,False,False,True,1
13884,53,2034970,False,False,True,False,1
13885,58,795234,False,False,False,True,1
13886,39,1882823,False,True,False,False,1
13887,43,1984014,True,True,False,False,1
13888,51,1504734,True,False,False,True,1
13889,31,1372989,False,False,True,False,1
13890,26,979129,False,False,False,True,1
13891,25,1316730,True,False,True,False,1
13892,61,3238253,True,False,False,False,1
13893,65,749462,False,False,True,False,1
13894,36,1828935,False,False,True,False,1
13895,50,1525448,False,False,False,False,1
13896,51,1698441,True,False,True,False,1
13897,27,1734040,False,False,False,False,0
13898,53,640429,False,False,False,False,0
13899,63,1103870,False,True,False,False,1
13900,61,2857957,True,True,False,False,1
13901,64,2682029,True,False,False,False,1
13902,52,2608374,False,False,False,False,1
13903,47,3008162,True,True,False,False,1
13904,32,2404176,True,False,False,True,1
13905,60,1113009,False,True,False,False,1
13906,59,2796803,True,True,False,False,1
13907,33,1674667,True,False,True,False,1
13908,61,1144505,False,False,False,False,1
13909,30,1357311,True,False,False,True,1
13910,40,2837240,True,False,False,False,1
13911,48,2551194,False,False,False,True,1
13912,39,2664239,True,False,False,False,1
13913,53,1616994,False,False,True,False,1
13914,65,2598729,False,False,False,False,1
13915,65,681515,False,False,True,False,1
13916,42,2999073,True,True,False,False,1
13917,65,3374217,False,False,True,False,1
13918,62,1061902,True,False,False,False,1
13919,59,2344272,True,False,False,False,1
13920,58,1317851,False,False,True,False,1
13921,27,1104470,True,False,False,False,1
13922,54,1154129,True,True,False,False,1
13923,27,1844271,False,False,True,False,1
13924,65,2877565,False,False,False,True,1
13925,52,2188438,False,False,False,True,1
13926,43,2679766,False,False,False,False,1
13927,46,2909293,True,True,False,False,1
13928,41,3203310,True,False,True,False,1
13929,61,606094,True,False,False,False,0
13930,25,1560463,False,False,False,False,0
13931,61,3449832,False,True,False,False,1
13932,62,2325423,False,False,False,False,1
13933,28,1919090,False,False,False,False,0
13934,28,2000034,True,False,False,True,1
13935,62,3101849,True,False,True,False,1
13936,53,614318,False,False,False,False,0
13937,44,1484584,True,True,False,False,1
13938,43,2746968,False,False,True,False,1
13939,44,2874476,True,False,True,False,1
13940,49,2530622,False,False,False,True,1
13941,55,3057714,False,False,False,True,1
13942,41,3324148,True,False,False,False,1
13943,28,1429892,True,True,False,False,1
13944,34,1338325,False,False,False,True,1
13945,32,1011994,False,False,False,True,1
13946,33,1602493,False,False,False,True,1
13947,43,1926060,True,False,False,False,1
13948,60,1658668,False,False,False,False,0
13949,27,915294,False,False,False,True,1
13950,34,2014729,True,False,True,False,1
13951,33,2345224,True,False,False,False,1
13952,62,917735,True,False,False,True,1
13953,50,1530784,True,True,False,False,1
13954,55,805977,True,False,False,False,1
13955,42,1727924,True,False,True,False,1
13956,30,1272811,False,False,False,True,1
13957,44,1390481,True,False,False,False,1
13958,49,1390238,False,False,False,True,1
13959,41,1442944,False,False,False,False,1
13960,57,1364713,False,False,False,True,1
13961,30,2277750,True,False,False,False,1
13962,29,1836608,False,False,False,True,1
13963,59,3311710,False,False,False,True,1
13964,54,2655574,False,False,False,False,1
13965,43,1640035,False,False,False,True,1
13966,52,2693902,True,True,False,False,1
13967,55,3295803,True,False,False,False,1
13968,30,1479495,True,True,False,False,1
13969,65,2253712,False,False,True,False,1
13970,36,1847405,True,False,False,False,1
13971,25,1041827,False,True,False,False,1
13972,40,1523031,True,True,False,False,1
13973,39,2717543,True,False,False,False,1
13974,25,1277903,False,False,False,True,1
13975,55,3009412,False,False,True,False,1
13976,56,1904030,True,False,True,False,1
13977,55,827185,True,False,True,False,1
13978,39,2750248,False,True,False,False,1
13979,42,2566289,False,False,False,True,1
13980,42,1947997,True,False,False,True,1
13981,63,1671746,True,True,False,False,1
13982,29,907592,False,True,False,False,1
13983,39,1620531,False,False,True,False,1
13984,61,2232833,False,True,False,False,1
13985,43,1618425,False,False,True,False,1
13986,60,628719,False,True,False,False,0
13987,35,1256880,False,False,True,False,1
13988,55,978165,True,False,True,False,1
13989,31,1335998,True,False,True,False,1
13990,34,1124180,False,True,False,False,1
13991,42,2631358,False,True,False,False,1
13992,30,908323,False,False,False,False,1
13993,64,1967574,True,True,False,False,1
13994,51,2125688,False,False,False,False,1
13995,46,1961066,False,False,True,False,1
13996,54,983688,True,True,False,False,1
13997,50,1814450,True,False,False,False,1
13998,39,2068556,False,True,False,False,1
13999,36,2015532,True,False,True,False,1
14000,47,2324527,True,False,False,False,1
14001,56,1116490,True,False,False,False,1
14002,33,2337847,True,False,True,False,1
14003,26,1253368,True,True,False,False,1
14004,38,3378619,True,True,False,False,1
14005,31,1374128,False,False,False,False,1
14006,49,2717633,True,True,False,False,1
14007,38,2151910,False,False,False,False,1
14008,43,1976223,True,True,False,False,1
14009,54,1315124,False,False,False,True,1
14010,55,3219413,True,True,False,False,1
14011,53,2437815,False,False,False,True,1
14012,26,1799872,True,False,True,False,1
14013,53,1364519,True,False,False,False,1
14014,49,2250704,False,False,False,False,1
14015,34,1450622,False,True,False,False,1
14016,46,2016730,True,False,False,False,1
14017,63,2977854,True,True,False,False,1
14018,55,3166047,True,False,False,True,1
14019,41,1763309,False,False,False,True,1
14020,65,2915386,False,True,False,False,1
14021,58,1492957,False,False,False,False,0
14022,31,1365256,True,False,False,True,1
14023,43,2167431,False,False,False,False,1
14024,25,1415068,False,False,False,True,1
14025,42,2291630,False,True,False,False,1
14026,62,2246376,True,True,False,False,1
14027,28,2471227,True,True,False,False,1
14028,29,1633645,True,True,False,False,1
14029,65,3207640,True,False,False,False,1
14030,34,1774361,True,False,True,False,1
14031,54,1377099,True,False,False,True,1
14032,32,1189669,False,False,True,False,1
14033,34,1627007,True,False,True,False,1
14034,52,1376702,True,False,True,False,1
14035,37,1616566,False,False,True,False,1
14036,30,1178280,True,False,False,True,1
14037,48,2320871,True,False,False,False,1
14038,41,1911095,True,False,False,False,1
14039,49,1423060,True,False,False,False,1
14040,27,1435427,True,False,False,False,1
14041,33,1172920,True,False,True,False,1
14042,52,3162203,True,False,False,True,1
14043,62,1999143,True,False,False,False,1
14044,39,1432555,True,False,True,False,1
