CURR_AGE,new_income,GENDER_M,age_cat_2,age_cat_3,age_cat_4,pred
61,2244053,True,True,False,False,1
52,1925086,True,False,False,False,1
30,1151491,True,True,False,False,1
57,2110323,False,False,False,True,1
45,1991532,False,False,False,False,1
27,1721849,True,False,True,False,1
51,2431536,True,False,True,False,1
48,2171288,True,True,False,False,1
59,830021,True,False,False,True,1
47,1929586,False,True,False,False,1
35,923221,False,False,True,False,1
49,1517631,False,False,False,False,1
57,898365,False,False,False,False,1
56,1742533,False,False,False,False,1
26,1705009,True,False,False,False,1
49,2808623,True,True,False,False,1
47,1534688,False,False,True,False,1
43,1560043,False,True,False,False,1
38,2036291,False,False,False,False,1
31,1404779,False,False,False,True,1
57,2450016,True,False,True,False,1
49,2647694,True,False,False,False,1
28,1865297,True,False,False,False,1
44,3304970,True,False,False,True,1
61,3115484,True,True,False,False,1
43,2149967,False,False,True,False,1
32,2267700,True,False,False,True,1
33,1251180,True,False,False,False,1
45,2921246,True,True,False,False,1
63,1191699,True,False,True,False,1
60,3098280,False,True,False,False,1
44,2731496,True,False,False,False,1
25,2098110,True,False,False,False,1
33,1929531,False,False,True,False,1
48,2027580,False,True,False,False,1
56,2455338,False,False,True,False,1
36,1810092,False,False,False,True,1
33,1570996,True,False,False,True,1
47,3442092,True,False,False,False,1
38,1693563,True,False,False,False,1
61,1611773,True,False,True,False,1
32,1557165,False,True,False,False,1
29,1782559,True,True,False,False,1
64,3348304,False,False,True,False,1
52,3081305,False,False,False,False,1
55,3406158,True,False,False,False,1
28,2015105,True,True,False,False,1
48,1583249,False,False,True,False,1
27,1877621,False,False,True,False,1
40,2326746,False,False,False,True,1
64,2580724,True,True,False,False,1
43,2779884,True,False,False,True,1
41,2203374,False,False,False,True,1
65,538670,False,False,True,False,1
37,2160560,False,False,False,False,1
55,2950736,True,True,False,False,1
57,1400960,False,False,True,False,1
40,1785232,False,True,False,False,1
44,1644532,False,False,True,False,1
62,659658,False,False,False,False,0
30,1640512,True,True,False,False,1
65,2268695,False,False,False,False,1
44,1632614,False,False,False,True,1
65,2191415,True,False,True,False,1
31,1387714,False,False,False,False,1
47,2361327,True,False,False,False,1
63,849517,False,False,True,False,1
49,2690414,False,False,False,False,1
42,2364785,False,True,False,False,1
44,1911436,False,False,False,True,1
50,1627834,True,True,False,False,1
42,2108487,False,False,False,True,1
59,1097138,False,False,True,False,1
43,2520616,False,True,False,False,1
51,693326,True,False,True,False,1
50,2438474,False,False,True,False,1
59,2611202,False,False,False,False,0
51,2190322,False,False,True,False,1
49,2424431,False,False,False,False,1
65,789400,True,False,False,True,1
26,1844141,False,False,False,True,1
62,520392,False,False,False,False,0
43,1443845,False,False,True,False,1
28,1768574,False,False,False,True,1
64,1968053,False,False,True,False,1
46,1891340,False,False,False,True,1
25,2137854,True,False,False,True,1
31,1475239,True,False,False,True,1
33,1428132,True,False,False,False,1
36,2686754,True,False,True,False,1
49,2207478,False,False,False,True,1
39,2622982,True,True,False,False,1
35,1929663,False,False,True,False,1
47,1671056,True,True,False,False,1
65,880572,True,True,False,False,1
47,3443981,True,True,False,False,1
46,1784475,False,False,False,True,1
57,749691,True,False,False,False,0
48,1529735,True,True,False,False,1
34,2069735,True,False,True,False,1
29,1623521,True,False,True,False,1
39,2427950,True,False,True,False,1
40,1889801,False,False,False,True,1
32,904322,False,True,False,False,1
49,1886549,False,False,True,False,1
39,1738398,False,False,False,False,1
40,1401527,False,False,True,False,1
58,2515093,False,False,False,False,0
35,2059849,True,True,False,False,1
62,1374588,True,False,False,False,1
41,3404263,True,True,False,False,1
36,2034558,True,False,True,False,1
37,2186113,True,False,False,True,1
41,2183743,False,False,False,False,1
64,1826710,False,False,True,False,1
58,2021306,True,False,False,True,1
64,2140394,False,False,True,False,1
57,2021906,True,False,False,False,1
61,609960,False,False,False,False,0
47,1719159,False,False,False,True,1
48,2853605,True,False,False,True,1
42,2037274,False,False,False,False,1
34,1114760,False,False,False,True,1
46,1504794,True,False,False,False,1
59,789986,False,True,False,False,0
62,2471951,True,False,True,False,1
59,2221114,True,False,True,False,1
62,2046034,True,True,False,False,1
49,2308656,False,False,True,False,1
52,3396060,False,False,False,False,1
43,1897117,False,False,True,False,1
59,2914764,True,False,False,True,1
35,1966007,False,False,False,False,1
25,955299,False,False,False,False,0
31,1591083,True,False,False,False,1
53,2528122,False,False,False,True,1
36,1582789,False,True,False,False,1
56,1091485,True,False,True,False,1
28,2308770,True,False,False,False,1
43,2572415,False,False,False,True,1
40,1424766,False,False,False,True,1
49,2014684,True,False,False,False,1
50,2340742,False,True,False,False,1
30,1322494,False,False,True,False,1
53,1328710,False,False,False,False,1
27,1626186,False,False,False,False,0
40,2512817,True,False,False,False,1
35,1318070,True,False,False,True,1
32,1088276,True,False,False,False,1
26,1731680,False,False,False,False,0
30,1574720,False,True,False,False,1
53,2477090,False,True,False,False,1
32,1111841,False,False,False,True,1
50,3425980,True,False,True,False,1
28,1008463,False,False,False,True,1
39,1960661,False,False,False,True,1
39,2112513,False,False,True,False,1
50,2715110,False,True,False,False,1
54,795405,False,False,False,True,1
55,777277,True,False,False,False,0
60,954152,False,True,False,False,1
43,2942137,True,False,False,True,1
39,2408903,False,False,True,False,1
42,2519723,False,False,False,True,1
31,931217,False,False,True,False,1
33,1895895,True,True,False,False,1
53,2524397,False,False,True,False,1
44,2450408,False,False,True,False,1
43,3073911,True,True,False,False,1
61,619678,True,False,False,True,1
45,3332121,True,False,False,False,1
28,1291023,False,True,False,False,1
43,1478271,True,True,False,False,1
29,1819378,False,False,True,False,1
33,1473458,True,False,False,False,1
37,1948162,False,True,False,False,1
55,1635748,False,True,False,False,1
32,1563311,True,True,False,False,1
50,3245696,True,False,True,False,1
33,1613532,True,True,False,False,1
28,1299777,False,False,False,False,0
33,1162310,False,True,False,False,1
54,1158604,True,False,False,False,1
65,1752877,False,False,False,False,1
50,2729766,True,False,False,False,1
50,2924160,True,True,False,False,1
34,2523442,True,False,True,False,1
55,1927791,False,True,False,False,1
33,1598785,True,False,True,False,1
59,1823686,False,False,True,False,1
54,2165969,False,False,False,True,1
26,2234695,True,False,False,True,1
56,1460063,False,False,False,False,1
65,1450289,True,False,True,False,1
46,1935442,True,False,False,True,1
52,3244796,False,False,False,False,1
40,1517975,False,True,False,False,1
55,567656,False,False,False,False,0
54,1043046,True,True,False,False,1
53,2297599,True,True,False,False,1
26,1652156,False,True,False,False,1
45,2297618,False,True,False,False,1
54,2270422,False,True,False,False,1
40,2308801,False,True,False,False,1
53,838091,True,False,True,False,1
45,2303906,True,True,False,False,1
54,2744307,True,False,False,False,1
36,2860318,True,False,True,False,1
46,1433896,False,False,True,False,1
49,2674658,False,False,False,False,1
35,931846,False,False,False,False,1
53,3372685,False,False,True,False,1
49,2624226,False,False,False,False,1
62,1379733,True,False,False,False,1
33,2336391,True,False,True,False,1
39,2771994,True,False,False,False,1
65,1731335,False,False,False,True,1
30,881172,False,False,False,True,1
31,1262108,False,False,False,False,1
42,1741258,True,False,True,False,1
46,2310866,False,False,False,False,1
50,2643589,True,False,False,False,1
49,1838021,False,True,False,False,1
39,2615933,False,False,True,False,1
64,1010416,True,True,False,False,1
39,2966492,True,False,True,False,1
59,2497022,False,False,True,False,1
44,2647246,True,False,False,False,1
64,2458970,True,False,False,False,1
25,1832111,False,True,False,False,1
64,1021615,False,False,True,False,1
61,2955312,True,True,False,False,1
25,905364,False,True,False,False,1
31,2452471,True,False,True,False,1
41,2628799,True,False,False,True,1
36,1761893,True,False,False,False,1
27,2147718,True,False,False,False,1
56,1728397,False,False,True,False,1
60,1855962,False,False,False,False,0
38,2563047,False,False,True,False,1
39,2651785,False,True,False,False,1
29,1659526,True,False,False,False,1
27,1604436,True,False,True,False,1
58,622769,False,False,True,False,1
39,2420242,True,True,False,False,1
37,1568791,False,False,False,False,1
57,1589994,True,False,False,True,1
53,1339661,True,True,False,False,1
54,967954,True,False,False,True,1
41,2097994,False,False,False,True,1
39,2931925,True,False,False,False,1
31,1373270,False,False,False,True,1
63,3366361,False,False,False,False,1
47,2411498,True,True,False,False,1
45,1477588,True,False,False,False,1
62,2940573,True,True,False,False,1
59,2261926,False,False,True,False,1
28,2127042,True,False,True,False,1
26,1908629,False,False,False,False,0
28,1107779,False,True,False,False,1
44,1774331,True,False,False,False,1
28,1408351,False,False,False,True,1
64,2783096,False,False,False,True,1
60,2683565,False,False,False,False,0
48,2569829,False,False,True,False,1
64,1128545,False,True,False,False,1
63,3289896,True,False,False,False,1
48,1706098,True,True,False,False,1
50,2741911,False,False,False,True,1
65,3415261,True,False,False,True,1
26,2324896,True,False,False,True,1
43,2258961,False,True,False,False,1
46,2878167,True,False,True,False,1
25,1118229,False,False,True,False,1
50,2194339,False,False,False,True,1
60,2946925,True,True,False,False,1
54,1282670,False,False,True,False,1
48,3354576,True,True,False,False,1
48,2970687,True,False,False,False,1
55,1241567,False,False,True,False,1
39,2732330,True,True,False,False,1
50,3032798,True,False,True,False,1
40,1776223,False,True,False,False,1
51,1520351,True,False,True,False,1
65,1072158,True,False,True,False,1
46,2180706,True,True,False,False,1
45,1456102,True,False,False,True,1
61,1594903,True,True,False,False,1
55,2517164,True,True,False,False,1
49,2334668,False,False,False,True,1
33,1791092,False,False,False,True,1
64,1032093,False,False,False,True,1
28,932465,False,True,False,False,1
43,2834096,True,False,False,False,1
51,854042,False,False,False,True,1
62,680021,True,True,False,False,0
29,1450107,False,False,False,False,1
63,2884709,True,True,False,False,1
58,1147232,False,False,False,True,1
34,2336793,True,False,False,False,1
37,2225256,True,False,False,True,1
28,2442654,True,False,True,False,1
44,1848481,False,False,False,False,1
45,2391720,False,True,False,False,1
63,2696263,True,False,False,False,1
53,831531,True,True,False,False,1
25,2017232,False,True,False,False,1
52,3078510,False,False,True,False,1
44,2600865,False,True,False,False,1
53,2420270,True,False,True,False,1
61,664373,False,False,False,False,0
50,2598387,False,False,True,False,1
29,2538950,True,False,False,True,1
29,1797085,False,False,True,False,1
55,1096885,True,False,False,True,1
33,1370781,True,True,False,False,1
31,1197956,True,False,False,True,1
26,1748123,False,False,False,True,1
60,3143066,True,False,True,False,1
42,2714653,True,False,False,False,1
40,1647862,True,False,False,True,1
61,575776,True,False,False,False,0
34,2000519,True,False,False,False,1
59,3027200,False,True,False,False,1
28,1481206,True,False,False,True,1
61,646082,False,True,False,False,0
43,2520628,False,True,False,False,1
47,1605769,True,True,False,False,1
45,2400249,True,False,True,False,1
51,1114672,False,False,False,True,1
54,3110810,False,False,False,False,1
53,1556614,False,False,False,False,1
63,1724838,True,False,True,False,1
51,3132764,False,True,False,False,1
37,1943928,False,False,True,False,1
58,1343314,True,True,False,False,1
38,2417819,False,False,False,False,1
29,1129969,False,False,False,False,1
32,1745677,False,True,False,False,1
56,850645,False,False,False,False,1
48,1412086,False,False,True,False,1
50,1563285,False,True,False,False,1
56,1377325,False,True,False,False,1
50,1681911,False,False,False,False,1
38,2352981,False,False,True,False,1
61,1270244,False,False,True,False,1
28,1735616,False,False,True,False,1
47,2512054,False,False,False,False,1
27,1984515,False,False,False,True,1
37,1740100,False,True,False,False,1
28,2132979,True,False,True,False,1
65,3333643,True,False,False,True,1
44,3328605,True,False,False,True,1
59,2835954,False,True,False,False,1
52,693636,False,True,False,False,0
31,968454,False,False,False,False,1
45,2760284,True,True,False,False,1
25,1851779,False,False,False,False,0
32,1483705,False,True,False,False,1
35,2103228,True,True,False,False,1
31,1972094,True,False,True,False,1
41,2067986,False,False,False,False,1
28,1423233,False,False,False,True,1
57,3158315,True,True,False,False,1
27,2315991,True,False,True,False,1
39,1631130,False,True,False,False,1
41,1966751,True,False,True,False,1
59,1531885,True,False,False,True,1
35,1984095,False,False,True,False,1
43,2787060,True,False,True,False,1
49,2526288,True,False,True,False,1
53,796709,True,False,False,False,1
39,2026784,False,False,False,False,1
54,3355840,True,False,False,False,1
26,1435935,False,False,False,False,0
60,3034871,True,False,True,False,1
52,871743,False,True,False,False,1
28,1868683,False,False,False,True,1
44,2439984,False,False,False,False,1
42,2771736,False,False,True,False,1
36,2322058,False,False,False,True,1
39,2441484,True,False,False,True,1
38,3225473,True,False,True,False,1
53,2962966,False,False,True,False,1
65,1888960,True,True,False,False,1
65,1447810,False,True,False,False,1
37,2172340,True,False,True,False,1
41,3220150,True,False,False,False,1
28,1880759,False,False,True,False,1
34,1018779,False,False,True,False,1
26,1209626,True,False,True,False,1
37,1489605,False,True,False,False,1
32,1243814,False,False,False,True,1
29,1538542,True,True,False,False,1
54,2495753,False,False,False,False,1
57,2206457,False,False,False,True,1
55,1476123,True,False,False,True,1
30,1580981,True,True,False,False,1
50,2408036,True,True,False,False,1
26,1093175,True,False,False,False,1
51,2967577,True,True,False,False,1
37,1948188,True,False,False,False,1
37,2095182,False,True,False,False,1
37,1781519,True,False,False,False,1
62,2865995,True,False,True,False,1
37,1691016,False,True,False,False,1
35,1911348,False,False,True,False,1
51,628435,True,False,False,True,1
62,3047503,True,False,False,False,1
42,1457676,True,False,False,True,1
46,2643077,False,False,True,False,1
52,1391734,False,False,False,True,1
36,2545496,False,False,True,False,1
65,1470177,True,False,True,False,1
45,2362598,True,False,False,False,1
31,1943833,True,False,False,False,1
63,1866098,False,False,True,False,1
48,2541268,False,False,True,False,1
47,2546828,False,False,False,True,1
42,2382865,False,True,False,False,1
64,2365879,False,False,True,False,1
52,2892030,True,True,False,False,1
63,578097,False,False,False,False,0
44,2727143,True,False,False,False,1
26,1965560,False,False,False,True,1
48,1967340,False,False,True,False,1
26,1045211,False,False,False,True,1
45,3012825,True,False,True,False,1
57,2419521,True,False,True,False,1
46,1497286,True,True,False,False,1
51,2285589,True,False,True,False,1
48,2103866,False,False,True,False,1
50,2656500,False,False,False,False,1
37,1705243,True,True,False,False,1
48,2292041,False,True,False,False,1
32,1617263,False,False,False,True,1
43,2326366,False,False,True,False,1
54,1657595,True,True,False,False,1
51,2684575,False,False,True,False,1
50,3337363,True,False,False,False,1
53,1868518,True,False,True,False,1
31,1342539,True,False,True,False,1
62,1741482,False,False,False,False,1
29,1715945,True,False,False,True,1
27,2041365,True,False,False,False,1
27,2411049,True,True,False,False,1
32,1427817,True,False,False,True,1
46,2461137,False,True,False,False,1
42,1594324,False,True,False,False,1
41,2760381,True,False,True,False,1
25,1317331,False,True,False,False,1
47,2112261,False,True,False,False,1
30,1414364,True,True,False,False,1
43,2158955,True,False,False,True,1
42,1836535,True,True,False,False,1
60,2763000,False,False,False,False,0
45,2738351,False,False,False,False,1
45,2843344,True,False,True,False,1
34,1484409,False,False,False,False,1
43,1781384,True,False,False,False,1
32,2103900,True,True,False,False,1
26,1256694,False,True,False,False,1
64,2773644,True,False,False,False,1
27,1867450,True,True,False,False,1
31,1863973,False,False,False,False,1
48,3200512,True,True,False,False,1
50,1735387,False,False,False,False,1
51,602053,True,False,True,False,1
32,1563257,False,False,False,False,1
25,2392542,True,False,False,False,1
38,2010740,True,False,True,False,1
65,1650005,False,True,False,False,1
46,1853715,False,True,False,False,1
64,539206,False,False,False,True,1
48,2545144,True,True,False,False,1
47,1489456,False,True,False,False,1
27,1726951,True,True,False,False,1
45,2087735,False,False,True,False,1
51,1416424,False,False,False,False,1
30,1312122,False,False,True,False,1
40,2342897,False,True,False,False,1
39,3021604,True,False,False,False,1
44,2145333,False,False,False,False,1
64,1815483,False,False,False,True,1
28,1067694,False,True,False,False,1
50,3443931,True,True,False,False,1
53,912799,True,True,False,False,1
62,978182,True,False,True,False,1
62,534191,True,False,False,True,1
34,1327251,True,False,False,False,1
57,1368756,False,True,False,False,1
39,2475944,False,True,False,False,1
59,3117389,True,False,False,False,1
26,1564075,True,False,True,False,1
59,978155,True,False,False,False,1
40,2396472,True,False,False,True,1
32,2371411,True,False,False,False,1
62,3432717,True,False,False,False,1
36,2020214,False,False,False,False,1
27,1950642,False,False,False,True,1
48,2014554,True,False,False,False,1
43,1737913,True,True,False,False,1
52,1377588,False,False,False,False,1
50,2551702,True,True,False,False,1
47,2254804,False,True,False,False,1
57,2972840,False,True,False,False,1
64,538234,False,False,False,True,1
54,1868235,True,True,False,False,1
51,2214854,True,False,True,False,1
46,2481720,False,True,False,False,1
34,1041201,True,False,False,False,1
47,3184454,True,True,False,False,1
56,1596048,False,False,False,True,1
64,2461791,True,False,True,False,1
56,715110,False,False,True,False,1
29,1268216,True,True,False,False,1
50,2220275,False,True,False,False,1
58,1326821,True,True,False,False,1
51,2281269,False,False,False,False,1
46,1998336,False,False,False,False,1
37,1527684,False,False,True,False,1
37,1887339,True,False,True,False,1
40,2099787,False,False,False,False,1
63,1059603,False,True,False,False,1
39,2503325,False,False,False,True,1
49,2636067,True,False,True,False,1
32,2025935,False,False,False,False,1
62,1464430,False,False,False,False,1
27,1020560,False,False,False,False,0
61,2827267,False,False,False,False,1
32,1547802,True,False,True,False,1
46,2716917,False,False,True,False,1
62,831926,True,True,False,False,1
51,2705269,False,True,False,False,1
43,2236075,True,False,False,True,1
50,3184142,True,False,True,False,1
60,688380,False,False,True,False,1
26,1340585,True,True,False,False,1
28,1683316,False,False,False,True,1
31,1667779,False,True,False,False,1
36,2391300,False,False,False,False,1
40,2526072,False,False,False,False,1
49,2184264,False,False,False,True,1
30,1779995,False,False,True,False,1
43,3188947,True,False,False,False,1
47,1998118,False,False,False,True,1
27,2030245,False,True,False,False,1
41,2192668,False,False,False,False,1
32,1983915,False,False,False,True,1
31,893834,False,False,True,False,1
39,1506285,True,False,False,False,1
58,1300143,False,False,False,True,1
46,3185981,True,False,False,True,1
56,2462540,False,True,False,False,1
51,642504,True,True,False,False,1
33,1537118,True,False,False,True,1
44,2231817,False,False,False,False,1
31,2297350,True,False,False,False,1
49,2529724,True,False,False,True,1
43,1889855,False,True,False,False,1
28,1887069,False,True,False,False,1
38,2021639,False,False,True,False,1
54,898064,True,False,False,False,1
49,1574735,False,False,False,False,1
26,1595476,False,False,False,True,1
61,833029,False,False,False,True,1
26,1873013,True,False,True,False,1
61,3252151,False,True,False,False,1
28,1261744,False,False,False,True,1
35,1068866,False,False,False,False,1
37,2308886,True,False,False,True,1
53,890804,False,False,False,True,1
41,1836112,True,False,False,False,1
40,2300843,True,False,True,False,1
32,1250263,False,False,False,False,1
41,2192172,True,False,False,True,1
46,1495655,False,False,False,False,1
27,1328551,False,False,True,False,1
54,2946890,True,True,False,False,1
49,2238554,False,False,True,False,1
60,722167,True,False,False,False,0
40,2297538,False,False,False,False,1
34,1804802,False,True,False,False,1
39,1629887,False,True,False,False,1
35,1293541,False,False,False,False,1
27,2595165,True,False,False,True,1
63,1845229,True,False,True,False,1
55,3444905,False,False,True,False,1
42,2222544,False,False,True,False,1
31,2282013,True,False,True,False,1
33,1679524,False,True,False,False,1
59,1008256,False,False,False,True,1
33,1334495,True,False,True,False,1
25,1249526,False,True,False,False,1
41,2074034,False,False,False,True,1
44,2038966,False,True,False,False,1
49,2402028,False,True,False,False,1
49,1942554,False,True,False,False,1
54,1161877,False,False,False,True,1
57,3399383,False,True,False,False,1
50,1496991,False,True,False,False,1
56,3307314,False,False,False,True,1
25,1479886,False,False,True,False,1
45,1905694,False,True,False,False,1
65,2503783,False,False,False,False,1
28,2336523,True,True,False,False,1
38,2049147,False,False,False,False,1
57,1353010,True,False,True,False,1
52,1061966,False,False,False,True,1
37,1747251,False,False,True,False,1
41,2208052,False,True,False,False,1
64,2925344,False,False,True,False,1
31,1981372,False,False,True,False,1
60,1415573,True,False,False,False,1
25,1800590,False,False,True,False,1
49,2468857,False,False,False,False,1
61,1158671,True,False,False,True,1
63,1508367,True,True,False,False,1
62,1435627,False,False,True,False,1
42,2529130,False,False,False,False,1
27,1894522,False,False,False,False,0
64,831203,True,False,True,False,1
53,691932,True,False,False,False,0
55,3380155,True,False,False,True,1
65,1461909,True,False,True,False,1
60,1578892,False,False,True,False,1
32,1309726,True,False,False,True,1
47,2391269,False,True,False,False,1
31,1153779,False,False,False,False,1
65,2385198,True,False,False,True,1
48,1617045,False,False,False,False,1
39,1984948,False,False,True,False,1
32,1934912,True,False,False,True,1
38,1547919,False,True,False,False,1
64,1147133,True,False,False,True,1
55,1314908,False,False,False,True,1
54,535084,False,False,True,False,1
48,1835308,False,False,True,False,1
29,1880233,True,False,True,False,1
33,1128525,False,False,False,False,1
48,2492159,True,False,False,True,1
31,1407574,False,False,False,True,1
62,3017084,True,False,False,False,1
63,2580383,True,False,True,False,1
64,2167112,True,True,False,False,1
49,2470811,True,True,False,False,1
39,3251839,True,True,False,False,1
40,1546939,False,False,True,False,1
25,1281231,True,False,True,False,1
61,2066901,False,False,True,False,1
42,2304721,True,True,False,False,1
40,1477132,True,True,False,False,1
56,1138746,False,False,True,False,1
48,3388205,True,False,True,False,1
56,3302628,True,False,True,False,1
26,1297100,True,True,False,False,1
56,2145527,False,False,True,False,1
29,1400848,False,True,False,False,1
43,2096819,True,False,True,False,1
50,1561201,False,False,False,False,1
46,2035894,False,False,False,True,1
53,748663,False,True,False,False,0
64,3138850,True,False,False,True,1
39,2090023,True,True,False,False,1
39,1609970,False,False,False,False,1
50,1633075,False,False,False,True,1
56,2723640,True,False,True,False,1
44,2769137,True,True,False,False,1
36,1663669,True,True,False,False,1
63,2465743,False,False,False,True,1
51,2259381,True,True,False,False,1
57,2014925,True,True,False,False,1
57,649458,False,False,False,False,0
50,3326317,True,False,False,False,1
37,1485874,False,True,False,False,1
60,1500089,True,False,False,False,1
31,2293664,True,False,False,True,1
30,1002425,False,False,False,False,1
43,2449820,False,True,False,False,1
35,2061797,False,True,False,False,1
46,1630514,False,False,False,False,1
55,614531,False,False,False,False,0
51,2616533,False,True,False,False,1
25,1706741,False,False,True,False,1
29,1718642,False,False,True,False,1
59,1565577,True,False,True,False,1
53,2000280,False,False,True,False,1
41,2788914,True,False,True,False,1
43,2533574,True,False,False,False,1
35,2364409,True,False,False,True,1
47,2096479,False,False,True,False,1
46,2206223,False,True,False,False,1
64,1682300,True,False,False,False,1
25,2413421,True,False,False,False,1
48,2404524,False,True,False,False,1
63,1544054,True,False,False,True,1
47,2486609,True,False,False,False,1
55,2773421,False,False,False,True,1
51,3400514,False,True,False,False,1
49,2268728,False,False,True,False,1
31,1853847,True,False,False,False,1
41,1882263,False,True,False,False,1
41,1421559,True,True,False,False,1
40,2520384,False,False,False,False,1
55,2839602,False,False,False,False,1
36,1818338,True,True,False,False,1
65,1737254,True,True,False,False,1
45,2623356,False,False,True,False,1
43,2130245,False,False,True,False,1
58,2845414,True,False,False,False,1
34,2340514,True,True,False,False,1
39,1409829,False,True,False,False,1
45,1638451,False,False,False,False,1
61,1425466,True,False,False,True,1
61,1150309,True,True,False,False,1
59,1142736,False,False,False,False,0
58,1805050,False,False,True,False,1
30,2070465,True,True,False,False,1
37,2044165,False,False,False,True,1
30,2051073,False,False,False,True,1
45,3335687,True,False,True,False,1
29,1945135,False,False,False,False,1
36,2288961,True,True,False,False,1
55,2467508,False,True,False,False,1
30,1862889,False,True,False,False,1
51,2784526,True,True,False,False,1
25,1517893,False,True,False,False,1
65,2736697,True,True,False,False,1
62,2629971,True,False,False,False,1
41,2417167,True,False,True,False,1
57,3211804,True,False,False,False,1
41,1495958,False,False,True,False,1
34,2027979,True,False,True,False,1
40,2662972,True,False,False,True,1
55,2725422,False,False,False,False,1
40,2707738,False,True,False,False,1
56,2702844,True,False,False,True,1
60,671275,False,False,True,False,1
64,1599584,False,False,False,True,1
55,2887855,True,True,False,False,1
32,1322255,True,False,True,False,1
26,1612998,False,False,True,False,1
26,1759932,True,False,False,True,1
29,1710448,False,False,True,False,1
65,1482272,True,False,False,True,1
37,1851243,True,True,False,False,1
51,934503,False,False,False,False,1
48,1489891,True,False,True,False,1
65,1574154,False,False,False,False,1
43,1395754,False,False,True,False,1
26,2405292,True,False,False,False,1
29,1371425,False,False,False,False,1
47,3367403,True,False,True,False,1
32,1705093,False,False,False,True,1
52,1354783,False,False,False,False,1
51,2549776,False,False,False,False,1
37,2671287,False,False,False,True,1
44,1594016,True,True,False,False,1
39,2406301,True,False,False,True,1
40,2078412,False,False,True,False,1
28,1086369,True,True,False,False,1
45,1436046,True,True,False,False,1
51,2256271,False,False,False,False,1
46,3271039,True,True,False,False,1
38,1596358,True,False,False,False,1
60,1407272,False,False,False,False,0
64,2847739,True,True,False,False,1
26,1757466,False,False,True,False,1
39,1955826,True,True,False,False,1
27,1331626,False,False,True,False,1
49,2355953,True,False,False,False,1
54,1880885,True,False,False,False,1
28,1652194,False,False,True,False,1
41,3243282,True,False,True,False,1
47,2547632,False,False,True,False,1
65,2162622,False,False,False,False,1
35,1234824,True,True,False,False,1
48,2553557,False,False,True,False,1
46,1779510,False,True,False,False,1
47,2198526,False,False,True,False,1
41,2328266,False,True,False,False,1
55,2460659,False,False,False,True,1
26,1681754,True,True,False,False,1
33,1244752,False,False,False,True,1
53,2155259,True,False,False,True,1
58,3397899,False,False,False,False,0
57,1610350,False,False,True,False,1
31,2465939,True,False,False,False,1
45,1905431,False,False,True,False,1
34,1422205,False,False,True,False,1
34,1066709,True,False,False,False,1
28,1348624,True,False,False,False,1
60,3333783,True,False,False,True,1
60,1338155,False,False,False,False,0
57,3466091,False,True,False,False,1
65,2075583,False,False,False,False,1
36,2755130,True,False,True,False,1
52,1955373,True,False,True,False,1
29,1832033,False,False,False,False,1
50,3097042,True,False,False,False,1
35,2452119,True,False,False,False,1
59,3236298,False,False,False,False,0
62,1346032,True,True,False,False,1
51,2089798,True,True,False,False,1
26,2159352,True,True,False,False,1
42,2805610,True,False,False,False,1
45,1972016,True,False,True,False,1
46,2648937,False,False,False,True,1
30,1142443,False,False,True,False,1
25,1438190,True,False,True,False,1
38,2055908,False,False,False,False,1
52,991808,True,False,False,True,1
29,1774997,False,False,False,False,1
36,1866660,True,False,False,False,1
48,2242480,True,True,False,False,1
32,1747005,False,True,False,False,1
49,2773147,False,False,True,False,1
29,1233125,False,False,True,False,1
52,2424561,True,False,False,True,1
41,1781084,False,False,False,False,1
42,2680292,True,False,False,False,1
48,3058912,True,True,False,False,1
57,3307991,True,False,False,False,1
49,2595080,False,True,False,False,1
56,2483551,True,False,False,False,1
46,3206643,True,True,False,False,1
47,1862683,False,False,True,False,1
62,2305329,True,True,False,False,1
42,2492504,True,False,True,False,1
37,2089488,False,False,True,False,1
53,918643,True,False,False,False,1
63,953963,False,False,True,False,1
55,1071773,False,True,False,False,1
48,1695067,False,False,False,False,1
41,2593743,False,False,True,False,1
57,2117514,False,True,False,False,1
61,2080034,False,True,False,False,1
61,556911,False,True,False,False,0
39,3044015,True,False,False,True,1
27,997304,False,False,True,False,1
44,1613262,True,False,False,True,1
32,1578001,False,False,True,False,1
49,2726632,True,True,False,False,1
32,1090208,False,True,False,False,1
54,785418,True,True,False,False,1
35,2384309,True,False,False,True,1
48,1857087,True,False,False,False,1
33,1424565,False,False,False,False,1
52,1011555,True,False,True,False,1
36,2703521,False,False,False,False,1
27,2057644,False,True,False,False,1
26,1199157,True,False,False,True,1
37,1765846,True,False,True,False,1
54,1721893,False,False,True,False,1
28,2032966,False,False,False,False,0
51,771508,False,True,False,False,0
27,1416866,True,False,True,False,1
51,2383468,True,False,False,True,1
27,1172779,True,False,True,False,1
31,1235550,False,False,True,False,1
55,758374,False,True,False,False,0
27,1394823,True,False,True,False,1
62,2278105,True,True,False,False,1
52,2172916,False,True,False,False,1
58,2344690,True,True,False,False,1
40,1708163,True,False,True,False,1
45,2118660,True,False,True,False,1
55,1108426,True,True,False,False,1
48,1841408,False,False,False,False,1
49,2922863,True,False,True,False,1
36,2341739,True,False,False,False,1
62,594672,True,False,True,False,1
47,2067511,True,False,False,False,1
31,1815037,False,False,True,False,1
39,1818707,False,True,False,False,1
26,2013997,True,False,False,True,1
